"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"63761633","2025-01-14T22:44:45.000",,"TLC","Taxi and Limousine Commission","For Hire Vehicle Complaint","Driver Complaint - Non Passenger","Street","10016","77 MADISON AVENUE","MADISON AVENUE","EAST   27 STREET","EAST   28 STREET","EAST   27 STREET","EAST   28 STREET","ADDRESS","NEW YORK","MADISON AVENUE",,"In Progress",,,,"05 MANHATTAN","1008570024","MANHATTAN","988198","210304","ONLINE","Unspecified","MANHATTAN",,,"77 MADISON AVENUE, MANHATTAN (NEW YORK), NY, 10016",,,,,"40.74391161645828","-73.98575234295198","
,  
(40.74391161645828, -73.98575234295198)"
"63769930","2025-01-14T22:44:34.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","APARTMENT ONLY","RESIDENTIAL BUILDING","11211","394 HOOPER STREET","HOOPER STREET",,,,,"ADDRESS","BROOKLYN",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","01 BROOKLYN","3024130001","BROOKLYN","997511","197952","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.70999932791064","-73.9521676632398","
,  
(40.70999932791064, -73.9521676632398)"
"63769079","2025-01-14T22:44:24.000","2025-01-14T23:32:47.000","NYPD","New York City Police Department","Noise - Residential","Loud Television","Residential Building/House","10033","1365 ST NICHOLAS AVENUE","ST NICHOLAS AVENUE","CROSS BRONX EXPRESSWAY","WEST  179 STREET","CROSS BRONX EXPRESSWAY","WEST  179 STREET","ADDRESS","NEW YORK","ST NICHOLAS AVENUE",,"Closed",,"This complaint does not fall under the Police Department's jurisdiction.","2025-01-14T23:32:49.000","12 MANHATTAN","1021620001","MANHATTAN","1002269","248153","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.84777933601725","-73.9348709650853","
,  
(40.84777933601725, -73.9348709650853)"
"63764589","2025-01-14T22:44:23.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","11209","7259 SHORE ROAD","SHORE ROAD",,,,,"ADDRESS","BROOKLYN",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","10 BROOKLYN","3059040002","BROOKLYN","973993","170497","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.6346455140544","-74.03695515231963","
,  
(40.6346455140544, -74.03695515231963)"
"63768123","2025-01-14T22:44:22.000",,"NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","11225","344 LINCOLN ROAD","LINCOLN ROAD","ROGERS AVENUE","NOSTRAND AVENUE","ROGERS AVENUE","NOSTRAND AVENUE","ADDRESS","BROOKLYN","LINCOLN ROAD",,"In Progress",,,,"09 BROOKLYN",,"BROOKLYN","997684","180285","ONLINE","Unspecified","BROOKLYN","Car",,,,,,,"40.66150720192587","-73.95157887866952","
,  
(40.66150720192587, -73.95157887866952)"
"63769751","2025-01-14T22:44:17.000",,"NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10454","40 BRUCKNER BOULEVARD","BRUCKNER BOULEVARD","ALEXANDER AVENUE","WILLIS AVENUE BRIDGE BIKE PATH","ALEXANDER AVENUE","WILLIS AVENUE BRIDGE BIKE PATH","ADDRESS","BRONX","BRUCKNER BOULEVARD",,"In Progress",,,,"01 BRONX","2022950051","BRONX","1004423","233181","MOBILE","Unspecified","BRONX",,,,,,,,"40.80668082306801","-73.92713042937037","
,  
(40.80668082306801, -73.92713042937037)"
"63762901","2025-01-14T22:44:00.000",,"DEP","Department of Environmental Protection","Water System","Hydrant Leaking (WC1)",,"10456","550 EAST  170 STREET","EAST  170 STREET","3 AVE","FULTON AVE",,,"ADDRESS","BRONX",,,"Open",,,,"03 BRONX","2029250042","BRONX","1011186","243433","MOBILE","Unspecified","BRONX",,,,,,,,"40.834801621595524","-73.9026597655281","
,  
(40.834801621595524, -73.9026597655281)"
"63768345","2025-01-14T22:44:00.000",,"DEP","Department of Environmental Protection","Air Quality","Air: Smoke, Vehicular (AA4)",,"11213","1104 PARK PLACE","PARK PLACE","KINGSTON AVE","HAMPTON PL",,,"ADDRESS","BROOKLYN",,"N/A","Open",,,,"08 BROOKLYN","3012440016","BROOKLYN","1000583","184445","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.67292060038367","-73.94111973107837","
,  
(40.67292060038367, -73.94111973107837)"
"63762584","2025-01-14T22:44:00.000",,"DEP","Department of Environmental Protection","Noise","Noise: Construction Before/After Hours (NM1)",,"11375","107-19 METROPOLITAN AVENUE","METROPOLITAN AVENUE","ASCAN AVE","74 AVE",,,"ADDRESS","FOREST HILLS",,"N/A","Started",,"The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.","2025-01-14T22:48:00.000","06 QUEENS","4032770072","QUEENS","1027083","197844","ONLINE","Unspecified","QUEENS",,,,,,,,"40.709609153638006","-73.84550249238853","
,  
(40.709609153638006, -73.84550249238853)"
"63766139","2025-01-14T22:43:54.000",,"NYPD","New York City Police Department","Blocked Driveway","Partial Access","Street/Sidewalk","11230","1352 EAST   17 STREET","EAST   17 STREET","CEDAR STREET","AVENUE N","CEDAR STREET","AVENUE N","ADDRESS","BROOKLYN","EAST   17 STREET",,"In Progress",,,"2025-01-15T01:00:17.000","14 BROOKLYN","3067450025","BROOKLYN","995924","164119","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.617137490480374","-73.95795054137211","
,  
(40.617137490480374, -73.95795054137211)"
"63761738","2025-01-14T22:43:34.000","2025-01-14T23:22:51.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10027","35 ST NICHOLAS TERRACE","ST NICHOLAS TERRACE","WEST  128 STREET","WEST  129 STREET","WEST  128 STREET","WEST  129 STREET","ADDRESS","NEW YORK","ST NICHOLAS TERRACE",,"Closed",,"The Police Department responded to the complaint but officers were unable to gain entry into the premises.","2025-01-14T23:22:54.000","09 MANHATTAN","1019680044","MANHATTAN","997685","235617","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.813379781395206","-73.95146477169187","
,  
(40.813379781395206, -73.95146477169187)"
"63762244","2025-01-14T22:42:42.000","2025-01-15T00:19:05.000","NYPD","New York City Police Department","Illegal Parking","Overnight Commercial Storage","Street/Sidewalk","11201","112 CADMAN PLAZA EAST","CADMAN PLAZA EAST","BROOKLYN BRIDGE EN RAMP SANDS ST","RED CROSS PLACE","BROOKLYN BRIDGE EN RAMP SANDS ST","RED CROSS PLACE","ADDRESS","BROOKLYN","CADMAN PLAZA EAST",,"Closed",,"The Police Department issued a summons in response to the complaint.","2025-01-15T00:19:10.000","02 BROOKLYN",,"BROOKLYN","987086","194393","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.700240194197","-73.98977206522254","
,  
(40.700240194197, -73.98977206522254)"
"63761784","2025-01-14T22:42:18.000","2025-01-15T00:16:58.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","11379","82-74 ELIOT AVENUE","ELIOT AVENUE","83 PLACE","84 STREET","83 PLACE","84 STREET","ADDRESS","MIDDLE VILLAGE","ELIOT AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2025-01-15T00:17:02.000","05 QUEENS","4029410068","QUEENS","1018810","204095","ONLINE","Unspecified","QUEENS","Car",,,,,,,"40.72680281149294","-73.87531084679934","
,  
(40.72680281149294, -73.87531084679934)"
"63760585","2025-01-14T22:42:16.000",,"HPD","Department of Housing Preservation and Development","ELECTRIC","LIGHTING","RESIDENTIAL BUILDING","10023","229 COLUMBUS AVENUE","COLUMBUS AVENUE",,,,,"ADDRESS","NEW YORK",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","07 MANHATTAN","1011230064","MANHATTAN","989921","222137","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.77638922957197","-73.979524348917","
,  
(40.77638922957197, -73.979524348917)"
"63763129","2025-01-14T22:42:16.000",,"HPD","Department of Housing Preservation and Development","ELECTRIC","POWER OUTAGE","RESIDENTIAL BUILDING","10023","229 COLUMBUS AVENUE","COLUMBUS AVENUE",,,,,"ADDRESS","NEW YORK",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","07 MANHATTAN","1011230064","MANHATTAN","989921","222137","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.77638922957197","-73.979524348917","
,  
(40.77638922957197, -73.979524348917)"
"63766447","2025-01-14T22:42:11.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","10470","707 EAST  242 STREET","EAST  242 STREET",,,,,"ADDRESS","BRONX",,,"Open",,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a","2025-01-14T00:00:00.000","12 BRONX","2051150024","BRONX","1025983","269265","MOBILE","Unspecified","BRONX",,,,,,,,"40.905644928726716","-73.84902615882892","
,  
(40.905644928726716, -73.84902615882892)"
"63768601","2025-01-14T22:42:07.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","APARTMENT ONLY","RESIDENTIAL BUILDING","10458","2300 GRAND CONCOURSE","GRAND CONCOURSE",,,,,"ADDRESS","BRONX",,,"Open",,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a","2025-01-14T00:00:00.000","05 BRONX","2031590001","BRONX","1011958","251743","ONLINE","Unspecified","BRONX",,,,,,,,"40.85760772449226","-73.89983560670379","
,  
(40.85760772449226, -73.89983560670379)"
"63764136","2025-01-14T22:41:29.000",,"NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11421","88-06 78 STREET","78 STREET","88 AVENUE","88 ROAD","88 AVENUE","88 ROAD","ADDRESS","WOODHAVEN","78 STREET",,"In Progress",,,"2025-01-15T01:54:22.000","09 QUEENS","4089070006","QUEENS","1022149","190552","MOBILE","Unspecified","QUEENS",,,,,,,,"40.68961685089886","-73.863340303794","
,  
(40.68961685089886, -73.863340303794)"
"63762495","2025-01-14T22:41:21.000",,"HPD","Department of Housing Preservation and Development","PLUMBING","BASIN/SINK","RESIDENTIAL BUILDING","10030","234 WEST  135 STREET","WEST  135 STREET",,,,,"ADDRESS","NEW YORK",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","10 MANHATTAN","1019400045","MANHATTAN","999528","236485","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.815759203297176","-73.94480478294341","
,  
(40.815759203297176, -73.94480478294341)"
"63761037","2025-01-14T22:41:16.000","2025-01-15T00:19:26.000","NYPD","New York City Police Department","Illegal Parking","Overnight Commercial Storage","Street/Sidewalk","11201","109 WASHINGTON STREET","WASHINGTON STREET","BROOKLYN QUEENS EP EB ET   28 B","PROSPECT STREET","BROOKLYN QUEENS EP EB ET   28 B","PROSPECT STREET","ADDRESS","BROOKLYN","WASHINGTON STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2025-01-15T00:19:35.000","02 BROOKLYN",,"BROOKLYN","987105","194661","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.70097578540098","-73.98970342877732","
,  
(40.70097578540098, -73.98970342877732)"
"63761453","2025-01-14T22:41:09.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Television","Residential Building/House","11214","2250 83 STREET","83 STREET","BAY PARKWAY","23 AVENUE","BAY PARKWAY","23 AVENUE","ADDRESS","BROOKLYN","83 STREET",,"In Progress",,,"2025-01-15T01:47:36.000","11 BROOKLYN","3063310018","BROOKLYN","986773","158952","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.60296246827102","-73.99091414630634","
,  
(40.60296246827102, -73.99091414630634)"
"63767757","2025-01-14T22:41:00.000",,"DEP","Department of Environmental Protection","Noise","Noise: air condition/ventilation equipment (NV1)",,"10013","227 WEST BROADWAY","WEST BROADWAY","FRANKLIN ST","WHITE ST",,,"ADDRESS","NEW YORK",,"N/A","Open",,,,"01 MANHATTAN","1001780019","MANHATTAN","982530","201354","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.71934677547529","-74.00620489811028","
,  
(40.71934677547529, -74.00620489811028)"
"63767951","2025-01-14T22:41:00.000",,"DEP","Department of Environmental Protection","Noise","Noise: Construction Before/After Hours (NM1)",,"11413","224-04 147 AVENUE","147 AVENUE","224 ST","225 ST",,,"ADDRESS","SPRINGFIELD GARDENS",,"N/A","Started",,"The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.","2025-01-14T22:48:00.000","13 QUEENS","4134370001","QUEENS","1051590","179491","ONLINE","Unspecified","QUEENS",,,,,,,,"40.65908197452003","-73.75729017618214","
,  
(40.65908197452003, -73.75729017618214)"
"63766786","2025-01-14T22:41:00.000",,"DEP","Department of Environmental Protection","Noise","Noise: Private Carting Noise (NQ1)",,"10003","100 EAST    9 STREET","EAST    9 STREET","4 AVE","LAFAYETTE CT",,,"ADDRESS","NEW YORK",,"N/A","Open",,,,"03 MANHATTAN","1005540035","MANHATTAN","986897","205429","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.730531432539095","-73.99044934764056","
,  
(40.730531432539095, -73.99044934764056)"
"63765254","2025-01-14T22:41:00.000",,"DEP","Department of Environmental Protection","Lead","Lead Kit Request (Residential) (L10)",,"10305","17 POUCH TERRACE","POUCH TERRACE","RODERICK AVE","PIEDMONT AVE",,,"ADDRESS","STATEN ISLAND",,"N/A","Open",,,,"02 STATEN ISLAND","5030420032","STATEN ISLAND","963735","158134","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.60069383886798","-74.07387632854915","
,  
(40.60069383886798, -74.07387632854915)"
"63761694","2025-01-14T22:40:50.000","2025-01-14T23:31:00.000","NYPD","New York City Police Department","Noise - Commercial","Banging/Pounding","Store/Commercial","10033","326 FORT WASHINGTON AVENUE","FORT WASHINGTON AVENUE","WEST  174 STREET","WEST  175 STREET","WEST  174 STREET","WEST  175 STREET","ADDRESS","NEW YORK","FORT WASHINGTON AVENUE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2025-01-14T23:31:03.000","12 MANHATTAN","1021420161","MANHATTAN","1000794","247546","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.84611618695997","-73.94020379608709","
,  
(40.84611618695997, -73.94020379608709)"
"63769747","2025-01-14T22:40:47.000","2025-01-15T00:50:10.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10029","1875 3 AVENUE","3 AVENUE","PEDESTRIAN PATH","EAST  104 STREET","PEDESTRIAN PATH","EAST  104 STREET","ADDRESS","NEW YORK","3 AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-15T00:50:13.000","11 MANHATTAN","1016520001","MANHATTAN","999207","227011","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.7897562261136","-73.9459855725782","
,  
(40.7897562261136, -73.9459855725782)"
